610,8666,8666,2749,335
611,86494,86494,19278,810
612,1149,1149,768,5
613,1,1,4,0
614,2913,2913,842,6
615,1889,1889,780,0
616,905,905,367,1
617,1226,1226,2349,15
618,1115,1115,171,37
619,2441,2441,389,235
620,405,405,28,13
621,216,216,58,26
622,279,279,376,38
623,743,743,128,27
624,1647,1647,183,33
625,391,391,412,11
626,5932,5932,620,36
627,7068,7068,515,59
628,100,100,211,6
629,3989,3989,370,125
630,5000,5000,673,167
631,9896,9896,973,38
632,323,323,266,28
633,334,334,101,2
634,1822,1822,216,19
635,90,90,70,53
636,902,902,96,33
637,8167,8167,740,35
638,11504,11504,2802,10
639,4428,4428,762,44
640,5426,5426,2213,26
641,2612,2612,684,5
642,1242,1242,379,28
643,11582,11582,4819,994
644,48179,48179,16444,2706
645,1672,1672,866,104
646,5841,5841,1352,263
647,671,671,318,59
648,390,390,121,13
649,1954,1954,1588,17
650,9001,9001,1423,575
651,0,0,1,0
652,477,477,107,6
653,691,691,45,0
654,3768,3768,209,28
655,23495,23495,1786,859
656,10975,10975,1878,57
657,510,510,205,3
658,10855,10855,814,7
659,8637,8637,1288,41
660,30898,30898,6687,2
661,342,342,59,33
662,10184,10184,4119,56
663,39375,39375,3337,306
664,7603,7603,2104,128
665,986,986,1547,30
666,3726,3726,977,139
667,2125,2125,387,207
668,2179,2179,463,103
669,2523,2523,705,215
670,11373,11373,2066,216
671,2558,2558,235,0
672,131,131,55,7
673,8510,8510,2136,598
674,2941,2941,378,25
675,924,924,56,1
676,991,991,328,31
677,270,270,150,5
678,0,0,1,1
679,4592,4592,638,75
680,315,315,82,9
681,628,628,218,31
682,3829,3829,593,212
683,4376,4376,388,2
684,271,271,58,3
685,72,72,38,7
686,2390,2390,314,6
687,6819,6819,1889,312
688,10436,10436,1335,12
689,3844,3844,302,18
690,1684,1684,262,21
691,2554,2554,1042,14
692,564,564,209,1
693,2481,2481,707,5
694,736,736,186,0
695,5022,5022,1463,3
696,10658,10658,3730,315
697,16431,16431,7813,1378
698,6048,6048,1642,17
699,16311,16311,5172,60
700,6221,6221,989,9
701,86,86,6,19
702,2805,2805,1013,345
703,4183,4183,698,53
704,2017,2017,901,240
705,3043,3043,250,10
706,14878,14878,2078,2
707,1573,1573,279,14
708,7130,7130,1047,12
709,44158,44158,8883,6
710,38513,38513,8234,32
711,59846,59846,23138,581
712,5447,5447,978,801
713,12559,12559,872,55
714,11441,11441,1429,1
715,3038,3038,214,90
716,9105,9105,903,199
717,15162,15162,1969,204
718,66,66,29,10
719,4525,4525,520,232
720,0,0,1,0
721,2699,2699,913,35
722,926,926,1583,0
723,430,430,666,0
724,13194,13194,3844,87
725,6188,6188,1665,340
726,3014,3014,1494,2
727,1160,1160,135,204
728,26924,26924,3585,168
729,1589,1589,332,21
730,15737,15737,4588,11
731,4246,4246,1533,4
732,2511,2511,7911,20
733,6214,6214,2114,85
734,2741,2741,1458,113
735,17666,17666,6275,0
736,2402,2402,355,8
737,12138,12138,3077,39
738,1212,1212,303,1
739,6208,6208,1747,12
740,77,77,156,5
741,2951,2951,931,19
742,68274,68274,5255,76
743,3667,3667,1185,28
744,4305,4305,1189,216
745,2746,2746,401,212
746,3079,3079,3380,100
747,20829,20829,7288,63
748,345,345,124,31
749,2068,2068,560,92
750,934,934,294,43
751,21865,21865,1073,390
752,19469,19469,1703,9
753,3568,3568,192,1
754,19053,19053,2335,99
755,579,579,115,18
756,1928,1928,2214,5
757,68,68,36,20
758,82,82,16,0
759,1053,1053,151,24
760,479,479,54,31
761,1032,1032,367,17
762,1548,1548,172,124
763,316,316,86,0
764,7141,7141,519,16
765,2904,2904,551,90
766,1431,1431,246,146
767,2,2,231,0
768,7444,7444,1173,13
769,36507,36507,4328,39
770,1392,1392,124,7
771,2491,2491,289,359
772,1150,1150,404,112
773,1178,1178,295,70
774,3083,3083,321,13
775,6423,6423,1032,211
776,1518,1518,143,22
777,12779,12779,3626,8
778,3826,3826,1443,31
779,15523,15523,2016,42
780,3424,3424,580,62
781,770,770,100,79
782,46,46,11,0
783,3941,3941,1395,615
784,3670,3670,1568,597
785,9291,9291,1022,478
786,7,7,2,1
787,4471,4471,684,38
788,4170,4170,378,47
789,77892,77892,18735,608
790,43654,43654,7814,768
791,56551,56551,15565,394
792,2808,2808,1308,82
793,8825,8825,4960,30
794,16696,16696,6311,435
795,11009,11009,2447,42
796,7749,7749,1909,41
797,2500,2500,1494,6
798,4873,4873,9123,1840
799,1089,1089,121,20
800,3467,3467,9734,685
801,4886,4886,3298,695
802,8735,8735,3117,301
803,121,121,50,4
804,37196,37196,4278,252
805,2277,2277,613,21
806,32811,32811,10123,1086
807,1242,1242,161,27
808,228,228,84,2
809,2062,2062,473,14
810,1247,1247,685,8
811,181,181,48,34
812,2422,2422,472,100
813,168,168,28,0
814,1543,1543,353,1
815,5102,5102,817,22
816,1213,1213,193,27
817,4500,4500,1501,30
818,2740,2740,491,120
819,5938,5938,542,34
820,583,583,1003,118
821,3009,3009,126,47
822,1339,1339,469,67
823,12,12,1,3
824,294,294,53,7
825,14131,14131,1628,26
826,18606,18606,6624,1851
827,16465,16465,3705,492
828,195,195,168,2
829,5220,5220,1446,140
830,4994,4994,579,24
831,685,685,233,18
832,1182,1182,667,85
833,4095,4095,622,177
834,577,577,78,1
835,4499,4499,309,3
836,2893,2893,293,2
837,25026,25026,4420,341
838,5921,5921,1497,3
839,10887,10887,2193,9
840,66072,66072,14143,21
841,8948,8948,2651,59
842,4567,4567,519,0
843,9492,9492,1540,72
844,2329,2329,1866,34
845,8698,8698,1110,2
846,138,138,129,14
847,7,7,284,0
848,4101,4101,1556,224
849,2591,2591,550,74
850,561,561,3455,2
851,7299,7299,3342,72
852,1932,1932,546,3
853,2705,2705,1035,1
854,8571,8571,976,61
855,132,132,51,5
856,4096,4096,1203,197
857,3388,3388,341,37
858,15975,15975,1806,54
859,9474,9474,2811,259
860,10984,10984,1780,24
861,2765,2765,395,32
862,7012,7012,1318,90
863,2833,2833,347,98
864,4270,4270,724,230
865,6743,6743,1617,241
866,2099,2099,900,0
867,60105,60105,16431,3413
868,160,160,60,20
869,2692,2692,367,65
870,870,870,394,1
871,5870,5870,321,76
872,7816,7816,1815,13
873,9075,9075,2086,24
874,45413,45413,18356,604
875,435,435,99,11
876,109,109,50,187
877,33653,33653,9404,471
878,20360,20360,5786,112
879,934,934,338,115
880,847,847,288,92
881,191,191,82,8
882,878,878,229,16
883,7084,7084,1211,64
884,855,855,268,22
885,2651,2651,541,72
886,30014,30014,9548,20
887,8648,8648,3882,230
888,16648,16648,5030,22
889,25610,25610,6034,479
890,4836,4836,1203,162
891,886,886,59,0
892,13427,13427,2577,137
893,6597,6597,2293,6
894,4552,4552,1111,4
895,10208,10208,3407,32
896,5291,5291,317,64
897,26531,26531,6373,153
898,9051,9051,1634,36
899,1610,1610,137,3
900,1419,1419,610,153
901,1221,1221,197,2
902,7698,7698,1500,15
903,5077,5077,1215,63
904,556,556,86,36
905,373,373,113,43
906,1160,1160,1438,427
907,12439,12439,508,165
908,1041,1041,883,0
909,60105,60105,16431,3413
910,49,49,33,8
911,74,74,21,10
912,2245,2245,378,0
913,40,40,24,5
914,4829,4829,1064,8
915,2560,2560,788,4
916,29552,29552,1706,171
917,872,872,183,28
918,126,126,67,11
919,196,196,45,0
920,3746,3746,249,5
921,1883,1883,14853,179
922,3125,3125,1095,46
923,731,731,239,2
924,2611,2611,587,17
925,26470,26470,2380,3
926,23694,23694,4769,841
927,5852,5852,527,203
928,2989,2989,705,283
929,27530,27530,21163,3352
930,18968,18968,1544,41
931,13,13,5,0
932,4243,4243,908,83
933,69411,69411,16756,1285
934,8,8,2,1
935,2045,2045,422,1042
936,1257,1257,224,65
937,3422,3422,2588,289
938,793,793,654,240
939,727,727,474,29
940,6723,6723,1269,224
941,18604,18604,6625,1853
942,2564,2564,464,25
943,305,305,292,21
944,30476,30476,6780,24
945,5418,5418,567,5
946,64,64,18,3
947,649,649,54,45
948,2217,2217,351,223
949,2545,2545,413,6
950,3185,3185,366,22
951,13614,13614,1021,109
952,689,689,201,4
953,2462,2462,473,12
954,3833,3833,1045,66
955,2135,2135,295,58
956,10839,10839,3472,328
957,320,320,197,31
958,2119,2119,421,229
959,674,674,121,12
960,9802,9802,772,308
961,4220,4220,478,70
962,11058,11058,543,163
963,4,4,1,0
964,14872,14872,3530,220
965,15071,15071,6044,179
966,2554,2554,358,18
967,5306,5306,1611,446
968,1197,1197,120,15
969,3042,3042,251,4
970,84,84,46,6
971,1131,1131,1086,10
972,9866,9866,2193,39
973,1,1,2,0
974,579,579,119,0
975,7556,7556,1856,233
976,244,244,1436,0
977,46446,46446,3004,160
978,16294,16294,3448,150
979,89695,89695,31307,328
980,874,874,154,34
981,7937,7937,3854,23
982,737,737,138,8
983,485,485,48,20
984,20054,20054,4287,363
985,446,446,115,95
986,3541,3541,893,1531
987,216,216,288,771
988,1304,1304,568,10
989,1061,1061,222,10
990,5777,5777,969,28
991,1013,1013,180,22
992,2920,2920,368,9
993,857,857,330,20
994,1046,1046,378,458
995,13249,13249,3219,6
996,847,847,80,2
997,451,451,189,1
998,5805,5805,951,22
999,16609,16609,4584,4
1000,6346,6346,858,1
1001,5493,5493,1849,3
1002,303,303,100,5
1003,2393,2393,468,4
1004,3919,3919,743,112
1005,1418,1418,357,1
1006,5478,5478,1975,617
1007,40167,40167,8806,163
1008,53179,53179,19241,82
1009,1177,1177,420,15
1010,8133,8133,3439,69
1011,2,2,1099,684
1012,27048,27048,4328,108
1013,5755,5755,1867,2453
1014,3817,3817,578,313
1015,4231,4231,556,239
1016,2848,2848,374,263
1017,559,559,264,2
1018,8731,8731,3122,1689
1019,4318,4318,522,187
1020,8453,8453,2325,151
1021,6107,6107,737,24
1022,28948,28948,2736,71
1023,1027,1027,140,80
1024,2534,2534,602,61
1025,96,96,68,0
1026,12405,12405,2921,431
1027,687,687,170,3
1028,83,83,178,22
1029,874,874,113,53
1030,1284,1284,1317,0
1031,820,820,95,0
1032,35399,35399,4330,7
1033,12092,12092,3327,4
1034,2772,2772,971,22
1035,29044,29044,4700,17
1036,8222,8222,2055,2
1037,1222,1222,368,22
1038,1839,1839,953,35
1039,7233,7233,1504,0
1040,99,99,1500,1
1041,6401,6401,1792,2
1042,1883,1883,1693,6
1043,814,814,132,11
1044,13959,13959,1247,315
1045,818,818,136,24
1046,4425,4425,917,40
1047,4451,4451,851,1110
1048,246,246,41,1
1049,2737,2737,909,6
1050,601,601,148,1
1051,2791,2791,932,71
1052,3852,3852,1015,37
1053,251,251,110,9
1054,279,279,111,2
1055,233,233,78,29
1056,118,118,21,7
1057,60491,60491,5768,897
1058,3631,3631,829,78
1059,18621,18621,2942,3
1060,5272,5272,1585,3
1061,25650,25650,2879,0
1062,1273,1273,733,256
1063,7167,7167,1894,349
1064,497,497,428,304
1065,9555,9555,1638,60
1066,10176,10176,3101,10
1067,130,130,26,0
1068,4614,4614,1100,263
1069,44,44,9,4
1070,2801,2801,358,40
1071,10194,10194,1070,45
1072,4809,4809,844,101
1073,9037,9037,3289,204
1074,3775,3775,725,0
1075,1396,1396,305,2
1076,3467,3467,383,164
1077,3200,3200,185,22
1078,22185,22185,4235,274
1079,2453,2453,302,41
1080,936,936,184,0
1081,3595,3595,535,1
1082,34091,34091,14205,59
1083,5992,5992,1881,50
1084,13345,13345,7307,19
1085,1451,1451,312,7
1086,982,982,108,104
1087,4656,4656,910,45
1088,1904,1904,572,81
1089,203,203,93,0
1090,12046,12046,2401,79
1091,19503,19503,3115,102
1092,13315,13315,2296,24
1093,5276,5276,572,17
1094,613,613,176,5
1095,3152,3152,321,55
1096,5391,5391,962,1
1097,3178,3178,209,0
1098,4710,4710,325,24
1099,1096,1096,132,59
1100,568,568,187,9
1101,7230,7230,260,161
1102,5,5,4,1
1103,2296,2296,458,217
1104,4135,4135,839,340
1105,14303,14303,6819,1430
1106,2351,2351,811,0
1107,1183,1183,209,19
1108,2182,2182,1048,41
1109,3733,3733,623,171
1110,1205,1205,354,76
1111,2795,2795,2646,2
1112,6038,6038,3052,322
1113,72211,72211,6476,349
1114,1566,1566,3034,4
1115,54,54,1666,2
1116,2782,2782,1029,118
1117,5711,5711,361,128
1118,1877,1877,174,3
1119,31219,31219,6631,2639
1120,5855,5855,578,2236
1121,1591,1591,344,24
1122,3482,3482,474,175
1123,367,367,160,21
1124,788,788,207,50
1125,34725,34725,3667,15
1126,5365,5365,1148,17
1127,5303,5303,844,122
1128,9375,9375,2218,254
1129,1754,1754,1279,53
1130,1974,1974,483,25
1131,13478,13478,3594,265
1132,495,495,59,1
1133,2998,2998,372,229
1134,605,605,303,0
1135,13,13,19,0
1136,341,341,154,60
1137,4057,4057,365,332
1138,197,197,303,1
1139,319,319,90,1
1140,1857,1857,363,338
1141,883,883,106,0
1142,1599,1599,147,16
1143,3054,3054,689,251
1144,9844,9844,2537,505
1145,967,967,1782,42
1146,536,536,46,22
1147,3831,3831,1515,226
1148,1670,1670,350,0
1149,2889,2889,930,23
1150,5335,5335,1368,31
1151,4493,4493,780,218
1152,9122,9122,2526,668
1153,393,393,62,2
1154,373,373,86,0
1155,66,66,23,0
1156,134,134,45,1
1157,1677,1677,173,110
1158,368,368,62,59
