1,5,4
2,8,9
3,15,13
4,16,17
5,24,22
6,34,28
7,46,43
8,54,55
9,62,63
10,67,71
11,80,73
12,91,92
13,104,102
14,23,106
15,121,120
16,137,138
17,140,120
18,152,150
19,158,160
20,164,162
21,173,111
22,179,185
23,194,193
24,203,194
25,207,205
26,210,211
27,215,216
28,222,220
29,226,225
30,231,236
31,237,239
32,245,246
33,106,253
34,261,257
35,265,266
36,274,270
37,278,280
38,284,282
39,120,286
40,296,239
41,304,303
42,310,309
43,311,312
44,311,321
45,326,90
46,333,332
47,320,141
48,189,53
49,363,331
50,366,365
51,373,367
52,383,318
53,397,398
54,400,402
55,404,62
56,404,405
57,411,410
58,163,416
59,423,427
60,234,118
61,437,438
62,135,443
63,446,450
64,36,428
65,454,456
66,460,459
67,467,468
68,381,473
69,457,477
70,482,320
71,487,488
72,493,494
73,497,452
74,23,501
75,508,505
76,510,509
77,521,94
78,525,526
79,528,529
80,531,201
81,522,540
82,373,526
83,548,549
84,566,395
85,569,571
86,74,574
87,579,581
88,120,583
89,587,299
90,591,592
91,594,593
92,605,604
93,212,283
94,605,617
95,532,623
96,338,625
97,141,143
98,644,641
99,602,650
100,652,122
101,58,104
102,666,219
103,670,673
104,479,75
105,677,676
106,686,685
107,10,691
108,704,130
109,706,707
110,710,246
111,362,336
112,716,428
113,719,720
114,724,722
115,729,677
116,163,733
117,738,739
118,420,747
119,612,409
120,752,75
121,759,382
122,598,762
123,448,10
124,766,767
125,532,593
126,776,775
127,781,782
128,784,66
129,787,786
130,331,330
131,797,795
132,799,800
133,141,20
134,803,802
135,320,804
136,808,807
137,127,815
138,821,820
139,824,829
140,50,52
141,598,844
142,849,848
143,132,737
144,120,854
145,177,863
146,872,869
147,850,725
148,373,882
149,885,886
150,893,891
151,277,663
152,905,908
153,286,909
154,920,919
155,921,244
156,924,925
157,75,675
158,936,232
159,941,939
160,679,319
161,940,947
162,957,98
163,248,960
164,961,597
165,963,964
166,688,637
167,217,971
168,979,977
169,379,984
170,987,497
171,993,992
172,996,185
173,438,579
174,1007,360
175,1009,1010
176,58,900
177,1016,1017
178,1019,40
179,1021,661
180,1024,1025
181,845,1028
182,484,36
183,1034,541
184,358,1044
185,670,1045
186,885,1053
187,159,28
188,1060,113
189,823,723
190,696,1064
191,163,1066
192,1068,1067
193,9,18
194,1074,1073
195,1078,944
196,1083,1082
197,148,289
198,625,320
199,897,1094
200,1098,1099
201,1104,1105
202,605,409
203,1112,1110
204,1115,244
205,1116,219
206,61,401
207,1121,1122
208,290,1124
209,132,751
210,600,142
211,1133,599
212,1139,1140
213,283,86
214,477,10
215,379,190
216,1152,132
217,445,1156
218,1160,379
219,201,211
220,1167,858
221,975,164
222,309,1175
223,565,566
224,1176,201
225,1182,156
226,66,628
227,54,1185
228,188,290
229,1064,1016
230,58,673
231,996,1194
232,462,335
233,940,320
234,1204,617
235,1205,766
236,1214,1213
237,717,1215
238,321,1216
239,106,794
240,1226,671
241,1231,1228
242,325,132
243,196,429
244,63,1237
245,77,1239
246,438,1241
247,22,1249
248,1257,1258
249,579,1260
250,1263,235
251,304,491
252,70,862
253,482,1273
254,1277,1274
255,1280,1278
256,1286,379
257,1288,873
258,754,964
259,277,779
260,403,1297
261,1304,1303
262,59,745
263,478,385
264,235,667
265,347,1318
266,980,281
267,737,1246
268,237,278
269,32,499
270,845,781
271,245,214
272,1343,1032
273,244,671
274,799,1354
275,470,1355
276,996,1356
277,874,1359
278,156,36
279,1363,1241
280,579,1367
281,336,1370
282,1190
283,428,235
284,159,840
285,59,1377
286,674,1381
287,821,1341
288,28,1385
289,201,470
290,136,1388
291,1395,1330
292,1398,1399
293,277,1407
294,1410,1409
295,61,1411
296,1254,1415
297,674,118
298,570,1107
299,1431,86
300,358,357
301,899,1433
302,1437,320
303,869,1439
304,1446,1441
305,1291,240
306,1449,1450
307,1453,1452
308,708,1454
309,944,377
310,210,1012
311,1406,1471
312,1472,325
313,1480,187
314,66,1481
315,334,158
316,954,409
317,43,59
318,438,742
319,1489,13
320,925,1491
321,1496,128
322,163,1501
323,201,1506
324,111,96
325,1515,1513
326,1519,1520
327,244,55
328,1527,1529
329,988,106
330,1068,942
331,335,1545
332,1550,1549
333,1552,848
334,1555,1554
335,109,1253
336,44,769
337,672,1564
338,1187,127
339,1559,1571
340,1574,270
341,1575,1232
342,922,667
343,244,1339
344,1582,335
345,1592,1588
346,235,1523
347,54,1599
348,1284,625
349,137,1606
350,1356,1084
351,1052,1367
352,304,1190
353,734,1623
354,1626,1627
355,32,593
356,1633,1613
357,1011,1635
358,1637,1638
359,1401,1642
360,1537,1643
361,532,141
362,794,1649
363,1650,675
364,1655,1654
365,1656,1657
366,1064,156
367,365,336
368,335,391
369,163,219
370,1330,474
371,617,568
372,1670,1282
373,318,301
374,1366,1105
375,579,578
376,113,1096
377,1578,609
378,1401,1682
379,136,1684
380,553,1691
381,478,406
382,1694,911
383,1079,841
384,823,1699
385,1702,731
386,1565,58
387,849,1708
388,189,1565
389,120,1668
390,757,1059
391,210,1464
392,136,195
393,598,1300
394,1726,1727
395,1597,1730
396,252,32
397,1291,73
398,132,1116
399,1735,1607
400,717,1012
401,1743,683
402,1095,335
403,1753,478
404,1754,233
405,1767,1655
406,1771,498
407,1732,1774
408,1780,1469
409,1783,1782
410,700,1449
411,1787,1785
412,136,1789
413,1790,1791
414,1792,532
415,383,1285
416,644,645
417,15,1795
418,1671,278
419,301,1801
420,1804,1805
421,1809,1808
422,815,201
423,383,11
424,1811,101
425,455,1738
426,970,1568
427,1815,775
428,1819,250
429,1822,1821
430,338,339
431,66,87
432,239,1762
433,49,141
434,1832,1829
435,62,154
436,1834,442
437,91,420
438,1597,1838
439,258,623
440,738,1841
441,245,195
442,1844,1845
443,136,1834
444,390,581
445,132,1854
446,1858,403
447,1862,731
448,59,255
449,391,1835
450,974,1864
451,82,1865
452,1169,1868
453,1875,1872
454,96,6
455,1888,1887
456,1069,812
457,1894,1892
458,1898,1897
459,1775,187
460,1722,465
461,346,1568
462,1905,875
463,1282,1302
464,1565,1910
465,725,967
466,1625,680
467,1915,59
468,874,1916
469,1917,85
470,1918,244
471,1474,1919
472,1360,1640
473,672,925
474,542,458
475,1116,1920
476,693,992
477,214,1695
478,1927,429
479,1033,442
480,1933,1932
481,1308,398
482,1626,120
483,1938,1089
484,783,1622
485,440,1945
486,235,870
487,1948,1703
488,277,1087
489,1848,1950
490,1700,1898
491,530,1347
492,731,1955
493,1959,1957
494,462,275
495,1965,1964
496,1967,1968
497,931,384
498,1971,960
499,163,1973
500,1426,1976
501,1536,1106
502,1978,1065
503,82,1938
504,1210,277
505,739,1926
506,55,54
507,597,1567
508,61,377
509,1396,1991
510,245,1992
511,547,1993
512,304,1994
513,1997,753
514,1188,674
515,2002,868
516,624,2004
517,278,2005
518,1123,246
519,2012,1630
520,1744,532
521,1915,527
522,1957,2016
523,2020,1579
524,593,498
525,111,132
526,1686,164
527,2029,2028
528,2031,2033
529,331,2034
530,2037,1577
531,1827,1274
532,226,915
533,35,330
534,802,335
535,2043,1298
536,124,531
537,120,2046
538,1092,1169
539,136,804
540,1519,2043
541,1732,2056
542,2058,1895
543,1021,66
544,2062,2063
545,2065,169
546,301,58
547,1914,959
548,2069,2071
549,1870,142
550,1149,1761
551,640,2074
552,1161,291
553,422,328
554,876,288
555,66,999
556,517,539
557,1726,2086
558,983,798
559,2089,258
560,136,163
561,2092,848
562,453,1795
563,61,2094
564,210,436
565,223,2101
566,2103,36
567,2105,201
568,180,187
569,2110,2108
570,1449,153
571,2120,416
572,59,2122
573,111,1411
574,10,1895
575,1238,106
576,1365,320
577,136,453
578,2131,1529
579,2133,224
580,1546,572
581,1727,2135
582,2138,1284
583,401,226
584,102,200
585,153,579
586,66,1389
587,1525,1189
588,2148,2147
589,2047,2150
590,1256,1508
591,686,768
592,368,579
593,2156,269
594,888,2157
595,164,1474
596,538,2163
597,613,1488
598,258,2166
599,1181,81
600,2171,33
601,2173,2172
602,496,2175
603,1913,2142
604,187,1757
605,1860,1474
606,2180,420
607,381,2168
608,2184,2182
609,2186,57
610,598,61
611,1088,1270
612,1040,769
613,1967,1367
614,235,1842
615,1485,1333
616,2195,2169
617,277,2197
618,301,75
619,235,1771
620,2201,2202
621,2204,417
622,1853,1663
623,2207,1881
624,2210,1941
625,578,137
626,358,2213
627,523,2215
628,581,7
629,1860,152
630,1616,401
631,624,27
632,1909,2225
633,1498,1475
634,2229,2228
635,1905,1671
636,2232,288
637,250,237
638,1646,366
639,1434,120
640,136,279
641,595,424
642,1815,1644
643,929,2053
644,692,2243
645,2174,789
646,251,1393
647,189,2245
648,299
649,1237,938
650,1338,2249
651,61,1708
652,2065,2255
653,846,61
654,15,2055
655,944,1994
656,2262,2260
657,679,926
658,260,163
659,1008,2068
660,1187,343
661,1102,581
662,1285,2276
663,2277,2278
664,867,1021
665,1690,513
666,874,1455
667,1031,1311
668,2226,2284
669,379,2286
670,1235,1247
671,2290,2123
672,2293,1162
673,2296,2297
674,2299,2085
675,1317,2301
676,470,1374
677,330,239
678,1839,2007
679,2146,102
680,2307,2306
681,62,2311
682,1826,631
683,1345,1201
684,401,61
685,1928,335
686,2119,2319
687,2198,1015
688,336,210
689,2325,384
690,1405,1406
691,2327,658
692,851,1812
693,244,336
694,2335,244
695,1602,44
696,240,244
697,66
698,928,2315
699,984,151
700,774,1823
701,1837,245
702,2133,216
703,102,901
704,52,2348
705,277,1563
706,2351,2353
707,1346,2357
708,120,2358
709,505,690
710,2030,1517
711,717,61
712,75,1558
713,2220,2334
714,2362,666
715,1038,116
716,543,2365
717,2369,2353
718,1636,772
719,1859,2142
720,429,2372
721,1281,2374
722,2375,2378
723,769,321
724,747,1354
725,117,345
726,2384,2383
727,2385,1181
728,1697,1550
729,2387,938
730,1287,258
731,210,2389
732,2392,193
733,536,970
734,2393,2395
735,159,1380
736,2117,9
737,62,336
738,52,1269
739,1537,1215
740,120,191
741,330,420
742,1149,919
743,106,760
744,2249,2412
745,1480,2223
746,201,2414
747,2417,1190
748,168,250
749,605,617
